address,categories,city,cuisines,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,province,websites,Categories
3834 Morse Rd,"Fast Food Restaurant,Mexican Restaurant",Columbus,nan,us/oh/columbus/3834morserd/-864103396,,,nan,,,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Fresco Grilled Steak Soft Taco,Taco Bell,43219,,,OH,nan,Taco
5650 Calle Real,Restaurant,Goleta,"Contemporary American, Asian, Latin American",us/santabarbara/goleta/5650callereal/778351817,34.441629,-119.821003,nan,12.0,12.0,"Battered cod, sriracha tartar, smoked cabbage, sesame",Fish Street Taco,Outpost At The Goodland,93117,0.0,30.0,Santa Barbara,http://www.outpostsb.com/,Taco
1850 N Vermont Ave,"American Restaurant,Restaurant,Diner",Los Angeles,Contemporary American,us/losfeliz/losangeles/1850nvermontave/-1266405785,34.1043,-118.2918,nan,8.53,8.53,nan,Breakfast Burrito,Fred 62,90027,25.0,40.0,Los Feliz,http://www.fred62.com,Burrito
12821 S E 38th St,Mexican Restaurant,Bellevue,Latin American Restaurants,us/newporthills/bellevue/12821se38thst/1083056596,47.57578909,-122.1683568,nan,,,nan,Baja Fish Tacos,Ooba Tooba,98006,0.0,25.0,Newport Hills,http://oobatooba.com,Taco
4809 Marine Ave,Mexican Restaurant,Lawndale,Latin American Restaurants,us/ca/lawndale/4809marineave/-1553837131,33.89489293,-118.36176100000002,nan,6.25,6.25,"We whit melted cheese, beef, lettuce, rise, beans, guacamole",Super Deluxe Burrito,El Tarasco Burrito,90260,0.0,25.0,CA,http://eltarascoburritos.com,Burrito
1700 W Sunset Blvd,"Radiologic Technology,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurant Greater Echo Park Elysian,Organizing Products & Services,Sonography,Vegetarian / Vegan Restaurant East LA",Los Angeles,nan,us/edendale/losangeles/1700wsunsetblvd/-935781365,34.077055,-118.258543,nan,,,nan,Burrito,Sage Organic Vegan Bistro,90026,25.0,40.0,Edendale,http://sageveganbistro.com,Burrito
2601 S E Delaware Ave,"Take Out Restaurants,Bars,American Restaurants,Restaurants,Barbecue Restaurants,Bar & Grills,Family Style Restaurants,Mexican Restaurants,Tex-Mex Restaurant",Ankeny,American Restaurants,us/ia/ankeny/2601sedelawareave/379971047,41.703476,-93.58062,nan,,,nan,Grilled Smoked Chicken Burrito,Chili's Grill & Bar,50021,25.0,40.0,IA,http://www.chilis.com,Burrito
2970 E Germann Rd,Mexican Restaurant,Chandler,nan,us/az/chandler/2970egermannrd/-920168146,33.27858,-111.79106000000002,nan,,,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito Especial With Grilled Chicken,Rubio's,85286,0.0,25.0,AZ,http://bahamabreeze.com,Burrito
5269 S State St,Caribbean Restaurant,Salt Lake City,nan,us/saltlakecty/saltlakecity/5269sstatest/1226797304,40.65664797,-111.8872127,nan,3.29,3.29,nan,The Original Fish Taco A La Carte,Rumbi Island Grill,84107,0.0,25.0,Salt Lake Cty,http://rumbi.com,Taco
14240 Centerville Sq,Restaurant,Centreville,nan,us/va/centreville/14240centervillesq/-1796976627,,,nan,8.97,8.97,"Two Blackened fish tacos with cabbage slaw, lime, cilantro and chipotle sour cream. Served with a drink and any side item or dessert",Fish Taco Fresh Deal,California Tortilla,20121,,,VA,nan,Taco
528 N Grand Ave,Fast Food Restaurant,Walnut,nan,us/diamondbar/walnut/528ngrandave/-1161002137,34.028546,-117.83595,nan,,,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Sausage Burrito,Mcdonald's,91789,,,Diamond Bar,http://mcdonalds.com,Burrito
2526 Pico Blvd,"Restaurants,Mexican Restaurant West Los Angeles,Mexican Restaurant",Santa Monica,Mexican,us/ca/santamonica/2526picoblvd/1388343671,34.022886,-118.463009,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUxzjoIhsRjoHeQq9cBVWs5l_tgituRIwek-coQv7IfyZMa7hLOjqI8qkJdy1CKYaoHbhQO2H9JMBjcXbW70thKqmVFlfKaptQwPRa1gVqjZI0BHbno5uGX34gcCT_4mSHhJQmQ8FIP2O1aWiDG2B_pBRC228Epk1D_Gk5BTsbfARBiLOEnsVDLE23ESISQ2xIbteguR-hlFSzT7eDmWT4qcSygIdyP9u-2Yz_2SbdAIUDebx-lAOX64zWj-R86oN9fe1TE1JzIe2cDI1_f3uDpsSLtxaTx9LZcxqDVCroa3ilH9Ac6VD1Aas0VBzMThwqrbnaI1CCK3YnqVTLutHYHWpDoi9U0cRjkxrxmEat4RkXHzKzjO1KikXYdAgK3VTE3b0GcRy12tQKtzM4Xy6l2Xr_Fa4TjVfTdiwBs8h0ahndLCUgV1RGI&placement=listing_profile&cs_user=unknown&cs_session=caa259b319aac0b8cc8af1da79e1d52cbc90afee,3.85,3.85,nan,Bean and Cheese Burrito,Gilbert's El Indio Restaurant,90405,25.0,40.0,CA,http://gilbertselindio.com,Burrito
1746 W Shaw Ave,"American Restaurant,Diner,American Restaurant and Diner",Fresno,nan,us/ca/fresno/1746wshawave/-1335389989,36.80865900000001,-119.824942,nan,,,nan,Bacon Avocado Burrito,Denny's,93711,0.0,25.0,CA,nan,Burrito
219 Broadway E,Latin American Restaurant Capitol Hill,Seattle,nan,us/capitolhill/seattle/219broadwaye/650397205,,,nan,,,"Your choice of steak, chicken, pork or vegetarian and your choice pinto, black or refried beans, cheese, pico de gallo, rice and salsa verde served in a flour tortilla or in a bowl.",Burritos Guanacos,Guanaco's Tacos Pupuseria,98102,,,Capitol Hill,http://guanacostacos.weebly.com,Burrito
11140 Highway 142 N,"Fast Food Restaurant,Mexican Restaurant",Covington,Mexican Restaurants,us/ga/covington/11140highway142n/-864103396,33.60804,-83.827995,http://www.yellowpages.com/covington-ga/mip/taco-bell-467027883/menu,,,nan,Double Decker Taco,Taco Bell,30014,0.0,25.0,GA,http://www.tacobell.com,Taco
47 E Beaver Creek Blvd Christie Ldg,Mexican Restaurant,Avon,nan,us/co/avon/47ebeavercreekblvdchristieldg/-1723281190,,,nan,12.79,10.79,"Steak marinated in a special soy, chile, lemon, lime, and tequila. Smothered in green chile",Fajita Steak Burrito,Cafe De Luna,81620,,,CO,http://cafedeluna.com/1801.html,Burrito
261 Freedom Way,"American Restaurant,Soda Fountain Shops,Fast Food Restaurant and American Restaurant,Chicken,Restaurants,Fast Food,Hamburgers,Fast Food Restaurant",Midway Park,Traditional American,us/nc/midwaypark/261freedomway/1780593795,34.71700398,-77.32208245,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSNh07TupIGRPL3pguHGLCgD99nbwkEvAGcCCH7Z6wT35HSzT_tp3vKCUpvGlrEgqT4Oje0mo3KVY1yExbjuNNbvvr2QcBeLJtSwgObi3ckhRh7Nj58wHTllka_6nFVbxXWFts_X5yXX3SaO5NgDaoLADs7u-CEcxayobfDuI2kxNMB0dMJHr7e6EFA2_Hg7IoNQjPrkl7b5dsir2V74oDbzH1n_jVoA6kc1GvF_tao3TyedkHoS3Zie12dg5LnJ5OnloTkPDHI8xUVqqrZHGE2oqfJmdDE1Z9zWXgYGb_3ZUZOwr68FjNL7pTmFQCP-HsrIhVIOFtYbMX-5KXmT_nAqInW8M3Qland1HmIiqQZ_eDoYD0hztWRhoQcg7AXzCNM0Z6TkWjf7YX-KprRMkenORfvRuO2FPQMeqkEscAFEauhPfRhrHVj0QhvP_TAIT9t4TBpLZDji1&placement=listing_profile.c&cs_user=unknown&cs_session=5f455f257695e6f29ca6ffa32f61de5b2f19e401,,,nan,Fiesta Steak Breakfast Burrito,Sonic Drive-in,28544,0.0,25.0,NC,http://www.sonicdrivein.com,Burrito
6042 Santa Fe Ave,Mexican Restaurant,Huntington Park,nan,us/ca/huntingtonpark/6042santafeave/35064444,,,nan,5.25,5.25,"Flour tortilla burrito prepared with rice, beans, avocado, cheese, cream, lettuce, and tomato",Vegetenan Burrito,Guadalajara In L.a.,90255,,,CA,nan,Burrito
15101 Goldenwest St,Mexican Restaurant,Huntington Beach,nan,us/ca/huntingtonbeach/15101goldenwestst/402153636,33.74302573,-118.0073208,nan,10.5,10.5,nan,Ultimate Veggie Burrito,Rodrigo's Mexican Grill,92647,25.0,40.0,CA,http://rodrigos.com,Burrito
Blossom Way,Mexican Restaurant,Hayward,nan,us/ca/hayward/blossomway/-207621118,,,nan,7.95,7.95,nan,Canastas Burrito,Las Canastas,nan,,,CA,nan,Burrito
1920 Jericho Tpke,"Mexican Restaurant,Restaurant",East Northport,Mexican,us/ny/eastnorthport/1920jerichotpke/-1321207064,40.837666,-73.33221,nan,3.05,3.05,nan,Taco Meat,Baja Grill,11731,25.0,40.0,NY,http://bajagrillny.com,Taco
23053 S Chrysler Dr,"wich Place,Sandwich Place,Sandwich Place Downtown Hazel Park,Restaurant",Hazel Park,Fast Food,us/mi/hazelpark/23053schryslerdr/1865877619,42.46214000000001,-83.10699,nan,,,nan,Taco Sub,Tubby's Grilled Submarines,48030,,,MI,http://t.co/pxW1dzAMAI,Taco
506 S Highway 71 E,Fast Food Restaurant and American Restaurant,Mansfield,nan,us/ar/mansfield/506shighway71e/1780593795,35.06379531,-94.24660206,nan,,,nan,Smoked Chipotle Breakfast Burrito,Sonic Drive In,72944,0.0,25.0,AR,nan,Burrito
201 E Water St,"Mexican Restaurant,establishment",Decorah,nan,us/burroak/decorah/201ewaterst/1838746138,43.30407485,-91.7844506,nan,4.75,4.75,Prepared either soft or crisp and filled with your choice of beef or chicken.,Taco,Don Jose,52101,0.0,25.0,Burr Oak,nan,Taco
4933 Belt Line Rd,Mexican Restaurant,Dallas,nan,us/tx/dallas/4933beltlinerd/-1015433475,32.95416038,-96.82748795,nan,9.0,9.0,"Seasoned ground beef (picadillo style) or chicken tinga with aged cheddar cheese, avocado and choice of dressing",Taco Grande Salad,Taco Diner,75254,25.0,40.0,TX,nan,Taco
4937 whittier blvd,Mexican Restaurant,Montebello,nan,us/ca/montebello/4937whittierblvd/-1566271701,,,nan,5.29,5.29,nan,Steak Burrito,Little Mexico,90640,50.0,55.0,CA,nan,Burrito
8321 5th Ave,Mexican Restaurant,Brooklyn,Mexican Restaurants,us/ny/brooklyn/83215thave/-213348134,40.62344,-74.02512,nan,2.75,2.75,nan,Chicken Freshly Grilled Crispy Taco,Chiquitita Mexican Grill,11209,0.0,25.0,NY,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx,Taco
1140 Biddle Rd,"Fast Food Restaurants,Take Out Restaurants,Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurant",Medford,Fast Food Restaurants,us/or/medford/1140biddlerd/-1161002137,42.339517,-122.870578,http://www.citysearch.com/profile/menu/8543031?singlePlatformId=mcdonalds-7708,,,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Sausage Burrito,Mcdonald's,97504,,,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJhqeioVpKOCpGSwHbC4LY47z29HEplMNgrFFG6-hcuu-PkB7F8h3J-q5TuU_C7hB90GglXcqrvDnz8tvTwtYsQQh5ZrwfuWf49SWPN02Zn3wB6B7vmfslZgYDdEjGBwq2xFufg_9jDLqw_9c3ulCtYSmIk603D44ta-hVCXSAsMocRYowoNUQAt21wIBoPlVAGvfyTxcbJBuk5wEwE5NWXU7JgXXYAA1_n4c11wrfjdad8bx12ChUVRWBDnyEROVzmvH4pIkJa1db_-zQa6LWTZFXsLPUSjr9uAMrZhEAsn6qWYpY6VaiRJkyHrWQdiHUjCeRRa6SPb9MeBTNh_6bBsKbeP7s6mp1&placement=listing_profile&cs_user=unknown&cs_session=7aeea591f660a467db5ec524c837c98b188bd1d5,Burrito
19 N University Ave,"New American Restaurant,Restaurant",Provo,"Native American, Southwest",us/ut/provo/19nuniversityave/257994841,40.2342,-111.658925,nan,21.0,21.0,nan,Hog Jowl Tacos,Black Sheep Cafe,84601,0.0,30.0,UT,http://blacksheepmenu.com/,Taco
2667 S Woodland Blvd,"Wings Joint,Restaurant",Deland,American,us/fl/deland/2667swoodlandblvd/-524259496,28.981358,-81.29697,nan,,,nan,Chicken Tacos,Beef 'o' Brady's,32720,,,FL,http://beefobradys.com,Taco
970 Gayley Ave,"Restaurant,Taco Place,Taco Place Westwood Village",Los Angeles,nan,us/ca/losangeles/970gayleyave/-2138339561,,,nan,5.0,5.0,"Chorizo, egg, beans, pico de gallo, cheese and salsa",Chorizo and Egg Burrito,Tommy Taco,90024-2806,0.0,25.0,CA,nan,Burrito
800R Denow Rd,Restaurant,Pennington,"Italian, Comfort Food",us/nj/pennington/800rdenowrd/-1498669205,40.296168,-74.766478,nan,,,"ground beef, sour cream, cheddar cheese, diced tomatoes and lettuce",Taco,Piccolo Trattoria - Pennington,8534,0.0,30.0,NJ,http://www.piccolotrattoria.com/,Taco
3120 S 3rd St,Fast Food Restaurant,Memphis,Fast Food Restaurants,us/mphs/memphis/3120s3rdst/-1161002137,35.06366783,-90.05861375,nan,,,nan,Sausage Burrito,Mcdonald's,38109,,,Mphs,http://www.mcdonalds.com,Burrito
5000 Belt Line Rd,"Restaurant,Taco Place",Dallas,nan,us/tx/dallas/5000beltlinerd/607954246,32.953520000000005,-96.82426,nan,11.95,11.95,"Grilled tilapia in zarandeado sauce with cole slaw, pickled red onions, tomatos and chipotle mayo over a planchada quesadilla on corn tortillas.",Lazaranda Fish Tacos (2),Cinco Tacos,75254,,,TX,http://cincotacoscocina.com,Taco
54 Prince St,"American Restaurant,Mac & Cheese Joint,Restaurant,American Restaurant, Breakfast Spot, and Cocktail Bar,Mac Cheese Joint NoLita,Mac Cheese Joint,Mac Cheese Joint and American Restaurant NoLita,Breakfast Spot,Cocktail Bar,American Restaurant, Breakfast Spot, and Cocktail Bar NoLita",New York,"International, Comfort Food",us/nycity/newyork/54princest/-1581998442,40.7235191,-73.99634376,nan,13.0,13.0,nan,The Breakfast Burrito,Delicatessen,10012,25.0,40.0,Ny City,http://delicatessennyc.com,Burrito
224 S Main St,Fast Food Restaurant,Bentonville,nan,us/ar/bentonville/224smainst/-1161002137,,,nan,,,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Sausage Burrito,Mcdonald's,72712,,,AR,nan,Burrito
29117 Mound Rd,Tex-Mex Restaurant,Warren,nan,us/mi/warren/29117moundrd/379971047,,,nan,,,nan,Grilled Fish Tacos,Chili's Grill & Bar,48092,,,MI,nan,Taco
5332 Stevens Pl,"Restaurants,Banquet Rooms,Catering",Los Angeles,Steakhouse,us/ca/losangeles/5332stevenspl/1351933059,34.0077,-118.159076,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1znuTQ7n_n0sBNJCiLT8ZwgSNeqOyxmDo-Qz2rv0RVj004K1x5MUQZIyb29qO4s8PnT-bM8I0vrsOBhNlh2nLmJ0U6Xr_jpeyaG9uxfsnYzIVOpXG5_82IECpqaiveBAg8r19UJ6YoCchjFy7pUmOX_P1AFRv7_dTz7lXIpauuVsdwryfdpCx4Qr8clNFJVzhOpwmnOAPuDkCow1cT_IUHpLdb0XxFmllFq48C1ZyoY4q8mJ76uWrJaB8P2Wri0JtW4SSCz_RDxFQ_24aC9LODbDmNq5YHngonlD-mML5xvxQ92qodoEZ1oG1Mee_O_3TmxKq6hMmtLq65aJwMg4bP8x7ypOMkqFyIpxzPkGwo-__HqBDwygUzRWypSARVHwbDPlTWgNs7ExA9mHewBXwDy07_pX3g973Vsry2YgZpX1pkx8cuYHrXueMt30vecDeNphP0dKAnar8I5PLnjHWmjo8yAbnZm8niZTjlVA0Ztn4BeNgGzVoPBFUJOdYxKDxHdou041o04z07LZhcNgOe8s95Y70hjg9yJMe3K1i8RWDvjTNmA_sf1VLEzFRa18Adg&placement=listing_profile&cs_user=unknown&cs_session=4c40c0cb239cb06ca2083be610cf6810f827a34a,,,"All of our delicious burritos are topped with salsa ranchera, served with rice and beans",Grande Burrito,Steven's Steakhouse & Seafood,90040,,,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1znuTQ7n_n0sBNJCiLT8ZwgSNeqOyxmDo-Qz2rv0RVj004K1x5MUQZIyb29qO4s8PnT-bM8I0vrsObGRCSXo5bOHJeL5bD7bPGucjSKlgdaUptHFZa3EdlyKaixFP_tNX-T3TyObhbJtItN2mJd4NTmQD95yKDV5-tLhFjnjYwqomXJskAXOQSMPqu2zo9AjsJ_K3v1xWiQoTcuUO062QDIZ5_JD1Bl1kNtADuVBjHJ0wyAZ0uvap7HlDScrOVY1YOSFETZvaCee0Vj4D3PpZ8znhbU4eARkWpgpGNw8n7c2S0y6J1pJTM8h1DbPtzFOr4_YPWydHV_jmaiXQ74TFNxABmUcgHVTyzRBW3ZLNmWKR6tn8GUg1ww3gh51TNqtc2WnE3o-H08D1e4_HFDTeNWM3DR6kSMcYL0XsK1xXIe0cBQVhOV6UoIEzoKGDc04CZ2QcWRCEXuoNTh-qmfOoz-CpZXZcXLXtd_RClLdg5fZkWObI0WUYjbFZxn4lbu0mfTcOQNbX5S8k8QrdzgKLAHCeKJdUFnW19a3e01DazR5sOOzUz1EFXkQ&placement=listing_profile&cs_user=unknown&cs_session=9db4cd25005012ee3c2d7498391c238557f9dfdc,Burrito
4201 Massachusetts Ave N W,"Restaurant,Restaurant Cathedral Heights",Washington,Delicatessens,us/dc/washington/4201massachusettsavenw/-675295853,38.93495,-77.08183000000002,nan,4.29,4.29,nan,Two Egg Burrito,Reyna Market & Deli,20016,0.0,25.0,DC,https://www.facebook.com/berksstore,Burrito
18033 Magnolia St,Mexican Restaurant,Fountain Valley,nan,us/ca/fountainvalley/18033magnoliast/-171308800,,,nan,4.49,4.49,nan,Beans and Cheese Burrito.,Aztecas Fine Mexican Food,92708,,,CA,nan,Burrito
1250 E Harvard Rd,"American Restaurant,Seafood Restaurant,Breakfast Spot",Burbank,"Contemporary American, Steak, Seafood",us/ca/burbank/1250eharvardrd/1151605230,34.204314000000004,-118.302519,nan,,,nan,Street Taco,Castaway Burbank,91501,50.0,55.0,CA,http://www.castawayrestaurant.com/,Taco
3619 169th St,"Fast Food Restaurant,Greek Restaurant",Hammond,Fast Food Restaurants,us/in/hammond/3619169thst/-20352939,41.58816,-87.44088,http://www.yellowpages.com/hammond-in/mip/zantes-fast-food-4324924/menu,5.25,5.25,Reg,Steak Burrito,Zante's Fast Food,46323,0.0,25.0,IN,http://www.eatatzantes.com,Burrito
3011 Nutley St,"Mexican Restaurant,Restaurant",Fairfax,Mexican,us/va/fairfax/3011nutleyst/-1322134216,38.87194,-77.26122,nan,,,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Baja Burrito,Baja Fresh,22031,0.0,25.0,VA,http://www.bajafresh.com,Burrito
2218 Hylan Blvd,Greek Restaurant,Staten Island,nan,us/ny/statenisland/2218hylanblvd/432280266,,,nan,2.99,2.99,nan,Burritos,Go-go's Souvlaki King,10306,,,NY,nan,Burrito
6379 S Southlands Pkwy,Tex-Mex Restaurant,Aurora,nan,us/co/aurora/6379ssouthlandspkwy/379971047,,,nan,,,nan,Chicken Taco,Chili's Grill & Bar,80016,,,CO,nan,Taco
4060 Packard St,"Latin American Restaurants,Caterers,Restaurants,Mexican Restaurant,Mexican Restaurants",Ann Arbor,Mexican Restaurants,us/mi/annarbor/4060packardst/1077939689,42.245495,-83.679214,nan,6.95,6.95,"Flour tortilla filled with beans, lettuce, tomatoes, onions, sour cream and cheese.",Burrito Vegetariano,Taqueria La Fiesta,48108,,,MI,http://tacosannarbor.com,Burrito
20722 Rose Canyon Rd,Mexican Restaurant,Trabuco Canyon,Mexican,us/portolahills/trabucocanyon/20722rosecanyonrd/-651387263,33.661797,-117.585266,nan,,,"Ground or shredded beef, chicken or carnitas.",Two of Any Style Taco,Rose Canyon Cantina,92679,25.0,40.0,Portola Hills,http://rosecanyoncantina.com,Taco
11506 Century Oaks Ter,"American Restaurant,New American Restaurant,Cocktail Bar",Austin,nan,us/tx/austin/11506centuryoakster/1534453861,30.4023018,-97.72597969,nan,,,nan,Slow Smoked Brisket Tacos,Daily Grill,78758,25.0,40.0,TX,http://t.co/GmPLdB5Wf0,Taco
238 W Felicita Ave,"Fast Food Restaurant,Burger Joint",Escondido,nan,us/ca/escondido/238wfelicitaave/-230519289,33.10505305,-117.072859,nan,,,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco,Jack in the Box,92025,0.0,25.0,CA,http://www.jackinthebox.com,Taco
348 Cambridge Rd,New American Restaurant and Tapas Restaurant,Woburn,nan,us/ma/woburn/348cambridgerd/-1424874801,,,nan,,,Creamy scrambled eggs and vine ripe tomato salsa,Breakfast Tacos,Masa Southwest Grill and Bar,1801,,,MA,http://masarestaurant.com/boston,Taco
4000 Jericho Tpke,Tex-Mex Restaurant,East Northport,Take Out Restaurants,us/ny/eastnorthport/4000jerichotpke/379971047,40.83958998,-73.31615089,nan,,,nan,Grilled Fish Tacos,Chili's Grill & Bar,11731,25.0,40.0,NY,http://chilis.com,Taco
101 E Battlefield Rd,"Fast Food Restaurant,American Restaurant,Fast Food Restaurant and American Restaurant,Restaurants,Hamburgers & Hot Dogs,Take Out Restaurants,American Restaurants,Fast Food Restaurants,Lone Jack Restaurants",Lone Jack,Restaurants,us/mo/lonejack/101ebattlefieldrd/1780593795,38.86746648,-94.17256453,http://www.yellowpages.com/lone-jack-mo/mip/sonic-drive-in-7123504/menu,,,nan,Breakfast Burrito,Sonic Drive In,64070,0.0,25.0,MO,http://www.sonicdrivein.com,Burrito
13281 S W Canyon Rd,"Children's Party Planning & Entertainment,Tourist Information & Attractions,Caterers,Restaurants,Amusement Places & Arcades,Banquet Halls & Reception Facilities,Family Style Restaurants,Pizza,Party Planning",Beaverton,Pizza,us/or/beaverton/13281swcanyonrd/1081005245,45.48821,-122.81262,http://www.yellowpages.com/beaverton-or/mip/pietros-pizza-pirate-adventure-483343763/menu,5.8,5.8,"Spiced beef or chicken, Mexican refried bean sauce, onions, lettuce, tomatoes, aged cheddar, taco chips",Taco,Pietro's Pizza Pirate Adventure,97005,,,OR,http://www.pietrosrestaurants.com,Taco
3200 E Los Angeles Ave,"Restaurant,Burger Joint,Mexican Restaurant",Simi Valley,Mexican,us/ca/simivalley/3200elosangelesave/2102140618,34.271057,-118.73436,nan,8.99,8.99,"Sauteed shrimp with mexican spices, bell pepper, grilled onions, rice and pico de gallo wrapped up in a large flour tortilla with chipotle tartar salsa",Shrimp Burrito Fajita Style,Burger Express Fresh Mexican Grill,93065,,,CA,http://burgerexpressfreshmex.com,Burrito
2043 E Broadway Blvd,"American Restaurant,Fast Food Restaurants,American Restaurants,American Restaurant Sam Hughes,Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurant",Tucson,Restaurants,us/az/tucson/2043ebroadwayblvd/1576611864,32.22149,-110.94154,nan,,,nan,Chili Cheese Fries Burrito,Wienerschnitzel,85719,,,AZ,http://wienerschnitzel.com,Burrito
149 Oakbrooke Dr,"Fast Food Restaurant,Mexican Restaurant,Taco Place,Taco Place, Fast Food Restaurant, and Mexican Restaurant",Mount Washington,nan,us/ky/mountwashington/149oakbrookedr/-864103396,38.05178049,-85.53944698,nan,,,nan,Volcano Burrito,Taco Bell,40047,0.0,25.0,KY,http://tacobell.com,Burrito
9122 S Western Ave,Mexican Restaurant,Oklahoma City,Mexican Restaurants,us/ok/oklahomacity/9122swesternave/193754416,35.374899,-97.529736,nan,9.95,9.95,nan,Burrito Dinner,Los Vaqueros,73139,25.0,40.0,OK,http://losvaqueros.com,Burrito
279 Madison Ave N,Mexican Restaurant,Bainbridge Island,Take Out Restaurants,us/wa/bainbridgeisland/279madisonaven/-763240679,47.62644901,-122.5213356,nan,,,"With fresh cilantro, guacamole, black beans and rice.",Fresh Chicken Soft Tacos (corn or Flour),San Carlos Restaurant,98110,25.0,40.0,WA,http://sancarlosgrill.com,Taco
7301 Westfield Plaza Dr,"Fast Food Restaurant,Fast Food,Food & Entertainment",Belleville,Fast Food Restaurants,us/il/belleville/7301westfieldplazadr/-1161002137,38.54510300000001,-90.05204599999998,nan,,,nan,Sausage Burrito,Mcdonald's,62223,,,IL,nan,Burrito
Us 23 & Route 58,Fast Food Restaurant,Big Stone Gap,nan,us/va/bigstonegap/us23route58/-1161002137,36.86132338,-82.75564,nan,,,nan,Sausage Burrito,Mcdonald's,24219,,,VA,nan,Burrito
609 Saint James Ave,Fast Food Restaurant,Goose Creek,nan,us/sc/goosecreek/609saintjamesave/-1161002137,33.03565033,-80.06374325,nan,,,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Sausage Burrito,McDonald's,29445,,,SC,http://mcdonalds.com,Burrito
